Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
3989,How to reset my university portal password?,Academic Office,11,Medium
1491,How to join student clubs?,Hostel Office,40,Low
5507,My admit card has incorrect details.,Hostel Office,16,High
730,How to join student clubs?,Academic Office,46,Low
4583,My exam form is not submitted and tomorrow is the last date.,Academic Office,38,High
3500,I need a bonafide certificate.,Examination Cell,32,Medium
2621,When will the library issue new ID cards?,Finance Office,59,Low
1937,LMS is not allowing assignment upload.,Examination Cell,24,Medium
5552,I need a bonafide certificate.,IT Support,24,Medium
1111,I cannot download my hall ticket for tomorrow's exam.,Library,59,High
4871,How to reset my university portal password?,Hostel Office,32,Medium
5361,How to join student clubs?,Administration,15,Low
2395,How to join student clubs?,Administration,37,Low
1186,What are university working hours?,IT Support,8,Low
2008,LMS is not allowing assignment upload.,Administration,25,Medium
194,I have not received my scholarship amount.,Administration,8,High
1516,What are university working hours?,Library,45,Low
579,What are university working hours?,Administration,39,Low
2124,Please share syllabus for Data Science course.,Library,25,Low
1430,I have not received my scholarship amount.,Administration,39,High
772,Please share syllabus for Data Science course.,Hostel Office,33,Low
5206,LMS is not allowing assignment upload.,Administration,18,Medium
2396,How to join student clubs?,Finance Office,60,Low
5942,My admit card has incorrect details.,Administration,38,High
1847,Request for internship approval letter.,Library,55,Medium
132,Fee payment deadline is today but portal is not working.,Academic Office,52,High
179,Request for internship approval letter.,Library,8,Medium
5356,I have not received my scholarship amount.,Examination Cell,55,High
3810,Please share syllabus for Data Science course.,Library,3,Low
3568,I cannot download my hall ticket for tomorrow's exam.,Administration,45,High
2581,I want to change my elective subject.,Finance Office,59,Medium
3626,I need a bonafide certificate.,Hostel Office,2,Medium
4280,My exam form is not submitted and tomorrow is the last date.,Hostel Office,40,High
2653,Please share syllabus for Data Science course.,Hostel Office,38,Low
4220,Request for internship approval letter.,Library,47,Medium
2074,How to reset my university portal password?,Academic Office,54,Medium
659,My exam form is not submitted and tomorrow is the last date.,Administration,21,High
1897,I need a bonafide certificate.,Hostel Office,18,Medium
4412,How to join student clubs?,Hostel Office,24,Low
4064,I cannot download my hall ticket for tomorrow's exam.,Administration,33,High
2222,Request for internship approval letter.,Academic Office,44,Medium
5679,My exam form is not submitted and tomorrow is the last date.,Finance Office,29,High
2380,I cannot download my hall ticket for tomorrow's exam.,Finance Office,36,High
1448,Fee payment deadline is today but portal is not working.,Examination Cell,31,High
343,Fee payment deadline is today but portal is not working.,Administration,43,High
3605,I have not received my scholarship amount.,Administration,51,High
2528,Request for internship approval letter.,IT Support,18,Medium
728,Request for internship approval letter.,Hostel Office,30,Medium
4723,Please share syllabus for Data Science course.,Academic Office,14,Low
977,Please share syllabus for Data Science course.,Administration,54,Low
3615,Please share syllabus for Data Science course.,Hostel Office,21,Low
4162,I cannot download my hall ticket for tomorrow's exam.,Academic Office,1,High
1929,My exam form is not submitted and tomorrow is the last date.,Hostel Office,20,High
3695,What is the hostel application procedure?,IT Support,37,Low
5761,When will the library issue new ID cards?,Examination Cell,42,Low
1300,I want to change my elective subject.,Academic Office,24,Medium
4174,I cannot download my hall ticket for tomorrow's exam.,Finance Office,36,High
5509,Fee payment deadline is today but portal is not working.,Administration,5,High
661,What are university working hours?,Administration,26,Low
1791,What is the hostel application procedure?,Hostel Office,43,Low
3391,LMS is not allowing assignment upload.,Hostel Office,35,Medium
5934,What are university working hours?,Library,21,Low
494,Fee payment deadline is today but portal is not working.,Examination Cell,24,High
3113,I have not received my scholarship amount.,Library,32,High
4903,What are university working hours?,IT Support,16,Low
4990,What is the hostel application procedure?,Finance Office,21,Low
3827,What is the hostel application procedure?,Examination Cell,30,Low
5523,I want to change my elective subject.,Administration,38,Medium
1086,I cannot download my hall ticket for tomorrow's exam.,IT Support,47,High
5663,I cannot download my hall ticket for tomorrow's exam.,Finance Office,20,High
695,When will the library issue new ID cards?,Administration,42,Low
1279,LMS is not allowing assignment upload.,Examination Cell,46,Medium
4230,I have not received my scholarship amount.,IT Support,10,High
1622,Request for internship approval letter.,Examination Cell,17,Medium
2562,How to reset my university portal password?,Examination Cell,38,Medium
5185,I cannot download my hall ticket for tomorrow's exam.,Academic Office,32,High
4009,Please share syllabus for Data Science course.,Finance Office,42,Low
68,I need a bonafide certificate.,Hostel Office,1,Medium
4083,I need a bonafide certificate.,Examination Cell,28,Medium
4838,LMS is not allowing assignment upload.,Library,26,Medium
2270,LMS is not allowing assignment upload.,Examination Cell,1,Medium
5780,How to join student clubs?,Hostel Office,47,Low
4726,Please share syllabus for Data Science course.,Administration,29,Low
821,What are university working hours?,Finance Office,3,Low
1227,How to join student clubs?,Examination Cell,39,Low
1678,Request for internship approval letter.,Academic Office,22,Medium
5012,LMS is not allowing assignment upload.,IT Support,53,Medium
2868,Please share syllabus for Data Science course.,Hostel Office,46,Low
4377,I have not received my scholarship amount.,Examination Cell,15,High
2368,I have not received my scholarship amount.,Academic Office,50,High
4026,Fee payment deadline is today but portal is not working.,Finance Office,31,High
3922,I have not received my scholarship amount.,Administration,34,High
2513,When will the library issue new ID cards?,Examination Cell,1,Low
2724,Request for internship approval letter.,Hostel Office,6,Medium
5344,How to reset my university portal password?,IT Support,48,Medium
5452,How to reset my university portal password?,Library,25,Medium
4435,I want to change my elective subject.,Academic Office,22,Medium
1144,Request for internship approval letter.,Library,39,Medium
398,I need a bonafide certificate.,Examination Cell,39,Medium
787,My exam form is not submitted and tomorrow is the last date.,Examination Cell,23,High
5140,LMS is not allowing assignment upload.,Administration,4,Medium
3908,My exam form is not submitted and tomorrow is the last date.,Examination Cell,36,High
1399,I want to change my elective subject.,Academic Office,40,Medium
1660,Request for internship approval letter.,Hostel Office,54,Medium
5736,What is the hostel application procedure?,Hostel Office,46,Low
2221,I have not received my scholarship amount.,Examination Cell,13,High
980,I have not received my scholarship amount.,Examination Cell,26,High
2332,My admit card has incorrect details.,Library,5,High
1299,What are university working hours?,Examination Cell,45,Low
5420,What are university working hours?,Examination Cell,32,Low
83,I want to change my elective subject.,Examination Cell,10,Medium
3101,I need a bonafide certificate.,Examination Cell,27,Medium
3482,Request for internship approval letter.,Finance Office,51,Medium
4794,LMS is not allowing assignment upload.,Administration,24,Medium
4530,LMS is not allowing assignment upload.,Examination Cell,42,Medium
5634,What is the hostel application procedure?,Academic Office,56,Low
5515,What is the hostel application procedure?,Hostel Office,33,Low
2904,Fee payment deadline is today but portal is not working.,Hostel Office,49,High
424,Please share syllabus for Data Science course.,Administration,50,Low
5190,Request for internship approval letter.,Library,42,Medium
1905,I have not received my scholarship amount.,Administration,32,High
5440,I have not received my scholarship amount.,Finance Office,52,High
1531,How to reset my university portal password?,Academic Office,27,Medium
4252,I want to change my elective subject.,Examination Cell,19,Medium
1566,Fee payment deadline is today but portal is not working.,Hostel Office,55,High
4437,My exam form is not submitted and tomorrow is the last date.,Library,18,High
2750,I want to change my elective subject.,Academic Office,15,Medium
840,I cannot download my hall ticket for tomorrow's exam.,Finance Office,36,High
501,What are university working hours?,Finance Office,41,Low
4031,Fee payment deadline is today but portal is not working.,Academic Office,26,High
142,I need a bonafide certificate.,IT Support,8,Medium
4950,I have not received my scholarship amount.,Academic Office,60,High
2606,I need a bonafide certificate.,Finance Office,58,Medium
3506,Please share syllabus for Data Science course.,Administration,33,Low
1378,What are university working hours?,Library,17,Low
4662,Fee payment deadline is today but portal is not working.,Finance Office,58,High
5883,Fee payment deadline is today but portal is not working.,Administration,26,High
2267,My admit card has incorrect details.,Library,44,High
5341,I need a bonafide certificate.,Hostel Office,10,Medium
1139,Fee payment deadline is today but portal is not working.,Hostel Office,18,High
2258,LMS is not allowing assignment upload.,Administration,13,Medium
5446,Request for internship approval letter.,Finance Office,46,Medium
1788,How to join student clubs?,Hostel Office,1,Low
3635,When will the library issue new ID cards?,Examination Cell,52,Low
551,My exam form is not submitted and tomorrow is the last date.,Examination Cell,2,High
460,I have not received my scholarship amount.,Administration,33,High
2020,I have not received my scholarship amount.,Academic Office,39,High
949,Fee payment deadline is today but portal is not working.,Administration,15,High
3219,My exam form is not submitted and tomorrow is the last date.,Academic Office,3,High
5181,My exam form is not submitted and tomorrow is the last date.,Examination Cell,7,High
533,When will the library issue new ID cards?,Finance Office,8,Low
3843,What are university working hours?,Finance Office,22,Low
1830,What are university working hours?,Administration,30,Low
5407,How to reset my university portal password?,Academic Office,56,Medium
5293,How to join student clubs?,Academic Office,53,Low
4775,What are university working hours?,IT Support,47,Low
3915,What is the hostel application procedure?,Finance Office,20,Low
1603,My admit card has incorrect details.,Library,11,High
2239,My admit card has incorrect details.,Hostel Office,60,High
640,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,4,High
5793,How to join student clubs?,Library,59,Low
968,I need a bonafide certificate.,Library,7,Medium
5067,What are university working hours?,Hostel Office,18,Low
3712,When will the library issue new ID cards?,IT Support,5,Low
1684,Fee payment deadline is today but portal is not working.,Administration,40,High
2249,My admit card has incorrect details.,Examination Cell,7,High
4127,LMS is not allowing assignment upload.,Hostel Office,1,Medium
5360,Fee payment deadline is today but portal is not working.,Examination Cell,3,High
3320,What is the hostel application procedure?,Examination Cell,43,Low
156,I want to change my elective subject.,Examination Cell,27,Medium
2296,Request for internship approval letter.,Finance Office,26,Medium
3524,I have not received my scholarship amount.,Examination Cell,18,High
4020,I have not received my scholarship amount.,Hostel Office,21,High
1090,Please share syllabus for Data Science course.,Library,16,Low
5820,Fee payment deadline is today but portal is not working.,Academic Office,7,High
2320,LMS is not allowing assignment upload.,IT Support,2,Medium
2941,When will the library issue new ID cards?,Academic Office,58,Low
5072,My exam form is not submitted and tomorrow is the last date.,Academic Office,16,High
289,Request for internship approval letter.,Hostel Office,18,Medium
931,How to reset my university portal password?,Examination Cell,2,Medium
2910,I have not received my scholarship amount.,Finance Office,40,High
3586,I have not received my scholarship amount.,IT Support,31,High
4657,I need a bonafide certificate.,Academic Office,42,Medium
2885,Request for internship approval letter.,Administration,33,Medium
3378,What are university working hours?,Hostel Office,21,Low
3221,LMS is not allowing assignment upload.,Administration,58,Medium
5445,When will the library issue new ID cards?,Hostel Office,46,Low
3001,How to reset my university portal password?,Examination Cell,18,Medium
4451,When will the library issue new ID cards?,Administration,22,Low
4698,How to join student clubs?,Academic Office,25,Low
5914,My admit card has incorrect details.,Administration,41,High
943,LMS is not allowing assignment upload.,Examination Cell,43,Medium
2355,What are university working hours?,Examination Cell,42,Low
4765,I cannot download my hall ticket for tomorrow's exam.,Administration,21,High
5789,What is the hostel application procedure?,Examination Cell,28,Low
5594,LMS is not allowing assignment upload.,Finance Office,56,Medium
1699,How to reset my university portal password?,Academic Office,57,Medium
5647,When will the library issue new ID cards?,Finance Office,37,Low
5200,I have not received my scholarship amount.,Hostel Office,16,High
3546,What is the hostel application procedure?,Hostel Office,42,Low
3978,My admit card has incorrect details.,IT Support,8,High
5015,My admit card has incorrect details.,Hostel Office,60,High
986,When will the library issue new ID cards?,Finance Office,31,Low
5279,My exam form is not submitted and tomorrow is the last date.,Administration,4,High
3108,How to join student clubs?,Library,47,Low
3166,My exam form is not submitted and tomorrow is the last date.,Administration,44,High
5727,Request for internship approval letter.,Academic Office,11,Medium
982,My exam form is not submitted and tomorrow is the last date.,IT Support,34,High
3529,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,22,High
3263,I have not received my scholarship amount.,Academic Office,8,High
5459,How to reset my university portal password?,Examination Cell,56,Medium
3443,How to join student clubs?,Library,36,Low
4297,Please share syllabus for Data Science course.,Examination Cell,17,Low
3498,I have not received my scholarship amount.,Academic Office,15,High
1474,My exam form is not submitted and tomorrow is the last date.,Academic Office,56,High
4551,My admit card has incorrect details.,Academic Office,12,High
4458,What is the hostel application procedure?,Academic Office,5,Low
4883,I want to change my elective subject.,Academic Office,50,Medium
1458,LMS is not allowing assignment upload.,Administration,31,Medium
1396,How to reset my university portal password?,IT Support,53,Medium
265,When will the library issue new ID cards?,Examination Cell,42,Low
2749,Request for internship approval letter.,Library,43,Medium
3394,When will the library issue new ID cards?,IT Support,15,Low
2693,I need a bonafide certificate.,Examination Cell,13,Medium
930,My admit card has incorrect details.,Academic Office,58,High
4221,My exam form is not submitted and tomorrow is the last date.,Administration,14,High
5704,What are university working hours?,Hostel Office,13,Low
2401,My exam form is not submitted and tomorrow is the last date.,IT Support,7,High
2179,I want to change my elective subject.,Hostel Office,22,Medium
3807,My admit card has incorrect details.,Hostel Office,50,High
247,How to join student clubs?,IT Support,60,Low
1595,LMS is not allowing assignment upload.,Examination Cell,43,Medium
1759,I have not received my scholarship amount.,Administration,1,High
5837,My exam form is not submitted and tomorrow is the last date.,Examination Cell,19,High
4055,What is the hostel application procedure?,Examination Cell,26,Low
924,I need a bonafide certificate.,Examination Cell,27,Medium
3323,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,10,High
269,When will the library issue new ID cards?,Administration,39,Low
670,I want to change my elective subject.,Finance Office,30,Medium
4257,What is the hostel application procedure?,Academic Office,10,Low
1911,LMS is not allowing assignment upload.,Administration,33,Medium
4397,I want to change my elective subject.,Hostel Office,10,Medium
1153,I need a bonafide certificate.,Examination Cell,36,Medium
4919,How to join student clubs?,Examination Cell,22,Low
5773,I want to change my elective subject.,Hostel Office,33,Medium
4501,LMS is not allowing assignment upload.,Hostel Office,42,Medium
2697,Fee payment deadline is today but portal is not working.,Finance Office,42,High
2592,LMS is not allowing assignment upload.,Hostel Office,60,Medium
5073,Please share syllabus for Data Science course.,Library,13,Low
1782,What are university working hours?,Hostel Office,27,Low
2414,Request for internship approval letter.,Examination Cell,41,Medium
3014,Request for internship approval letter.,Examination Cell,52,Medium
5239,I have not received my scholarship amount.,Academic Office,48,High
2308,I have not received my scholarship amount.,Hostel Office,18,High
3823,Fee payment deadline is today but portal is not working.,Examination Cell,29,High
688,My exam form is not submitted and tomorrow is the last date.,IT Support,58,High
1916,My admit card has incorrect details.,Library,27,High
5646,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,9,High
613,What is the hostel application procedure?,Administration,40,Low
3072,How to join student clubs?,Academic Office,42,Low
3406,How to join student clubs?,Administration,31,Low
2268,I have not received my scholarship amount.,IT Support,54,High
5753,LMS is not allowing assignment upload.,Academic Office,22,Medium
2534,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,54,High
40,What are university working hours?,Examination Cell,12,Low
1899,What is the hostel application procedure?,IT Support,30,Low
1650,Request for internship approval letter.,IT Support,25,Medium
3472,I cannot download my hall ticket for tomorrow's exam.,Administration,13,High
259,What are university working hours?,Academic Office,3,Low
2925,My exam form is not submitted and tomorrow is the last date.,IT Support,10,High
2435,I cannot download my hall ticket for tomorrow's exam.,Academic Office,25,High
848,When will the library issue new ID cards?,IT Support,32,Low
2823,I want to change my elective subject.,Hostel Office,45,Medium
4402,When will the library issue new ID cards?,Library,6,Low
5085,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,46,High
3955,My exam form is not submitted and tomorrow is the last date.,Academic Office,16,High
3642,I have not received my scholarship amount.,Administration,38,High
1234,How to reset my university portal password?,IT Support,36,Medium
1128,I have not received my scholarship amount.,Finance Office,1,High
3490,How to reset my university portal password?,Academic Office,24,Medium
1968,I need a bonafide certificate.,Finance Office,60,Medium
559,LMS is not allowing assignment upload.,Examination Cell,55,Medium
905,What are university working hours?,Administration,48,Low
2615,I want to change my elective subject.,Administration,13,Medium
485,Request for internship approval letter.,IT Support,31,Medium
2212,How to join student clubs?,Administration,40,Low
1321,Fee payment deadline is today but portal is not working.,Finance Office,9,High
3333,My exam form is not submitted and tomorrow is the last date.,Examination Cell,3,High
2556,How to reset my university portal password?,Administration,28,Medium
8,LMS is not allowing assignment upload.,Hostel Office,32,Medium
2316,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,42,High
5079,I have not received my scholarship amount.,IT Support,51,High
4385,What are university working hours?,Administration,52,Low
4316,LMS is not allowing assignment upload.,Finance Office,46,Medium
5268,Request for internship approval letter.,IT Support,58,Medium
1451,I want to change my elective subject.,Hostel Office,58,Medium
1202,Request for internship approval letter.,Finance Office,20,Medium
2427,Please share syllabus for Data Science course.,Finance Office,1,Low
2649,How to join student clubs?,Examination Cell,25,Low
1815,How to join student clubs?,Hostel Office,46,Low
2727,Fee payment deadline is today but portal is not working.,Hostel Office,18,High
774,Please share syllabus for Data Science course.,Academic Office,18,Low
2275,How to reset my university portal password?,IT Support,1,Medium
1012,I have not received my scholarship amount.,Finance Office,19,High
4060,Fee payment deadline is today but portal is not working.,Academic Office,42,High
3468,I want to change my elective subject.,Examination Cell,34,Medium
1992,I want to change my elective subject.,Hostel Office,26,Medium
1278,Request for internship approval letter.,Academic Office,23,Medium
1784,I want to change my elective subject.,Library,35,Medium
4254,How to join student clubs?,Academic Office,7,Low
447,Please share syllabus for Data Science course.,Academic Office,13,Low
881,When will the library issue new ID cards?,Hostel Office,1,Low
4054,What are university working hours?,IT Support,59,Low
5347,Fee payment deadline is today but portal is not working.,Finance Office,35,High
2728,Request for internship approval letter.,Library,47,Medium
3049,Request for internship approval letter.,Academic Office,46,Medium
782,What is the hostel application procedure?,Library,6,Low
2652,My exam form is not submitted and tomorrow is the last date.,IT Support,10,High
5828,What are university working hours?,Library,35,Low
1750,Fee payment deadline is today but portal is not working.,Library,34,High
2127,My admit card has incorrect details.,IT Support,44,High
4422,How to join student clubs?,Hostel Office,13,Low
2792,Please share syllabus for Data Science course.,Academic Office,55,Low
2424,What is the hostel application procedure?,Hostel Office,51,Low
5858,Request for internship approval letter.,IT Support,56,Medium
5169,Fee payment deadline is today but portal is not working.,Hostel Office,44,High
884,I have not received my scholarship amount.,Finance Office,4,High
3358,What is the hostel application procedure?,Examination Cell,8,Low
1092,My admit card has incorrect details.,IT Support,32,High
5623,Fee payment deadline is today but portal is not working.,Finance Office,8,High
5129,How to reset my university portal password?,Library,11,Medium
532,When will the library issue new ID cards?,Administration,15,Low
3591,I cannot download my hall ticket for tomorrow's exam.,Library,8,High
2439,I cannot download my hall ticket for tomorrow's exam.,IT Support,28,High
4862,What is the hostel application procedure?,Academic Office,10,Low
5065,How to reset my university portal password?,Administration,54,Medium
3956,Fee payment deadline is today but portal is not working.,Examination Cell,48,High
4967,Request for internship approval letter.,Administration,9,Medium
2291,LMS is not allowing assignment upload.,Finance Office,33,Medium
1728,What is the hostel application procedure?,Administration,50,Low
611,I need a bonafide certificate.,Hostel Office,56,Medium
571,How to join student clubs?,Administration,33,Low
3775,When will the library issue new ID cards?,Hostel Office,44,Low
1318,Request for internship approval letter.,Hostel Office,56,Medium
344,What are university working hours?,Finance Office,5,Low
588,When will the library issue new ID cards?,Administration,58,Low
4678,What is the hostel application procedure?,Finance Office,1,Low
637,I cannot download my hall ticket for tomorrow's exam.,Library,5,High
435,LMS is not allowing assignment upload.,Administration,60,Medium
1904,I cannot download my hall ticket for tomorrow's exam.,Finance Office,55,High
98,Request for internship approval letter.,Academic Office,22,Medium
4929,Please share syllabus for Data Science course.,Academic Office,16,Low
3426,Please share syllabus for Data Science course.,Library,13,Low
4421,Request for internship approval letter.,Examination Cell,5,Medium
2070,My admit card has incorrect details.,Hostel Office,27,High
1538,Fee payment deadline is today but portal is not working.,IT Support,41,High
3207,I want to change my elective subject.,IT Support,3,Medium
4547,LMS is not allowing assignment upload.,Finance Office,16,Medium
4772,LMS is not allowing assignment upload.,Administration,33,Medium
3324,Fee payment deadline is today but portal is not working.,Examination Cell,10,High
1518,How to join student clubs?,Finance Office,54,Low
966,What is the hostel application procedure?,Finance Office,50,Low
5276,Request for internship approval letter.,Library,39,Medium
529,I want to change my elective subject.,Hostel Office,27,Medium
177,Fee payment deadline is today but portal is not working.,Examination Cell,33,High
2471,Please share syllabus for Data Science course.,Administration,54,Low
4522,Please share syllabus for Data Science course.,IT Support,1,Low
3600,Fee payment deadline is today but portal is not working.,Academic Office,25,High
3002,My admit card has incorrect details.,IT Support,55,High
5866,When will the library issue new ID cards?,IT Support,10,Low
573,My exam form is not submitted and tomorrow is the last date.,Hostel Office,43,High
3266,Request for internship approval letter.,Academic Office,17,Medium
593,LMS is not allowing assignment upload.,Hostel Office,1,Medium
4975,I have not received my scholarship amount.,Hostel Office,59,High
3063,When will the library issue new ID cards?,Hostel Office,41,Low
3483,How to join student clubs?,Library,31,Low
2375,How to join student clubs?,Academic Office,26,Low
3065,I cannot download my hall ticket for tomorrow's exam.,Library,39,High
5628,What is the hostel application procedure?,Academic Office,59,Low
4333,How to reset my university portal password?,Hostel Office,34,Medium
3657,How to reset my university portal password?,Academic Office,48,Medium
2209,LMS is not allowing assignment upload.,Examination Cell,43,Medium
4417,My exam form is not submitted and tomorrow is the last date.,Examination Cell,38,High
2493,I need a bonafide certificate.,Finance Office,56,Medium
3902,I want to change my elective subject.,Finance Office,39,Medium
384,How to reset my university portal password?,Examination Cell,48,Medium
853,When will the library issue new ID cards?,Library,18,Low
1881,How to join student clubs?,IT Support,43,Low
371,What is the hostel application procedure?,Finance Office,31,Low
3363,Request for internship approval letter.,Academic Office,26,Medium
4232,I cannot download my hall ticket for tomorrow's exam.,Administration,44,High
5205,I want to change my elective subject.,Academic Office,26,Medium
5171,Please share syllabus for Data Science course.,Hostel Office,23,Low
5958,My exam form is not submitted and tomorrow is the last date.,Academic Office,20,High
1106,I have not received my scholarship amount.,IT Support,49,High
4685,What are university working hours?,Administration,15,Low
2362,I have not received my scholarship amount.,Academic Office,3,High
5154,Fee payment deadline is today but portal is not working.,IT Support,44,High
1337,I have not received my scholarship amount.,Examination Cell,55,High
2190,I cannot download my hall ticket for tomorrow's exam.,IT Support,17,High
5503,I need a bonafide certificate.,Library,48,Medium
5404,How to join student clubs?,IT Support,44,Low
4849,How to reset my university portal password?,Finance Office,26,Medium
2247,How to reset my university portal password?,IT Support,28,Medium
5975,What is the hostel application procedure?,Hostel Office,54,Low
5812,I want to change my elective subject.,Library,14,Medium
1172,How to join student clubs?,Administration,6,Low
3993,How to reset my university portal password?,Hostel Office,18,Medium
3809,What are university working hours?,Finance Office,45,Low
1423,Request for internship approval letter.,Library,25,Medium
2687,When will the library issue new ID cards?,Academic Office,49,Low
5381,I cannot download my hall ticket for tomorrow's exam.,Academic Office,49,High
3319,Request for internship approval letter.,Library,15,Medium
5814,I cannot download my hall ticket for tomorrow's exam.,Administration,11,High
5708,I need a bonafide certificate.,Finance Office,35,Medium
1465,How to join student clubs?,Administration,21,Low
875,How to reset my university portal password?,Hostel Office,34,Medium
2298,How to join student clubs?,IT Support,27,Low
2644,I have not received my scholarship amount.,Academic Office,33,High
3946,Request for internship approval letter.,IT Support,19,Medium
5191,LMS is not allowing assignment upload.,Administration,1,Medium
1252,What is the hostel application procedure?,Examination Cell,39,Low
3327,LMS is not allowing assignment upload.,IT Support,15,Medium
841,I have not received my scholarship amount.,Examination Cell,43,High
4229,I have not received my scholarship amount.,Library,59,High
582,How to join student clubs?,Academic Office,58,Low
205,When will the library issue new ID cards?,Hostel Office,45,Low
1642,Request for internship approval letter.,Academic Office,50,Medium
2015,Fee payment deadline is today but portal is not working.,Administration,57,High
906,Fee payment deadline is today but portal is not working.,Academic Office,33,High
632,How to join student clubs?,Examination Cell,31,Low
4245,Fee payment deadline is today but portal is not working.,Library,13,High
1975,How to join student clubs?,IT Support,28,Low
163,LMS is not allowing assignment upload.,Hostel Office,25,Medium
4305,Please share syllabus for Data Science course.,Finance Office,55,Low
4056,When will the library issue new ID cards?,Library,33,Low
5389,How to reset my university portal password?,Hostel Office,7,Medium
3514,I want to change my elective subject.,Library,46,Medium
618,I have not received my scholarship amount.,Academic Office,47,High
876,What is the hostel application procedure?,Examination Cell,4,Low
1432,How to reset my university portal password?,Examination Cell,39,Medium
2974,Fee payment deadline is today but portal is not working.,IT Support,23,High
5363,Request for internship approval letter.,Examination Cell,30,Medium
548,When will the library issue new ID cards?,Academic Office,4,Low
4872,What is the hostel application procedure?,Administration,14,Low
5450,When will the library issue new ID cards?,Academic Office,34,Low
5049,Request for internship approval letter.,Hostel Office,4,Medium
3382,What are university working hours?,Finance Office,21,Low
5810,I have not received my scholarship amount.,Academic Office,20,High
5703,I have not received my scholarship amount.,Finance Office,50,High
4891,What are university working hours?,Library,39,Low
2857,My admit card has incorrect details.,Examination Cell,35,High
1862,I have not received my scholarship amount.,IT Support,52,High
2660,I have not received my scholarship amount.,Academic Office,9,High
5506,My exam form is not submitted and tomorrow is the last date.,Administration,13,High
641,When will the library issue new ID cards?,Library,39,Low
5108,I need a bonafide certificate.,Examination Cell,47,Medium
1010,I want to change my elective subject.,Examination Cell,57,Medium
5863,What are university working hours?,Finance Office,34,Low
638,My admit card has incorrect details.,Academic Office,49,High
4900,I want to change my elective subject.,Finance Office,14,Medium
4505,Fee payment deadline is today but portal is not working.,Library,17,High
2309,I cannot download my hall ticket for tomorrow's exam.,Finance Office,10,High
4169,LMS is not allowing assignment upload.,Finance Office,50,Medium
3146,I have not received my scholarship amount.,Finance Office,39,High
3782,Please share syllabus for Data Science course.,IT Support,41,Low
2097,I need a bonafide certificate.,Hostel Office,57,Medium
5520,How to join student clubs?,Library,20,Low
1957,Fee payment deadline is today but portal is not working.,Library,32,High
1373,I have not received my scholarship amount.,Hostel Office,17,High
4023,What is the hostel application procedure?,Examination Cell,25,Low
922,Please share syllabus for Data Science course.,Academic Office,43,Low
547,I want to change my elective subject.,IT Support,28,Medium
1450,How to join student clubs?,Finance Office,20,Low
2805,How to join student clubs?,Academic Office,43,Low
2611,What is the hostel application procedure?,Finance Office,30,Low
1901,What is the hostel application procedure?,Academic Office,44,Low
2758,Please share syllabus for Data Science course.,Library,48,Low
2029,I cannot download my hall ticket for tomorrow's exam.,Administration,53,High
2302,Please share syllabus for Data Science course.,Library,15,Low
1886,My admit card has incorrect details.,Hostel Office,49,High
1643,My admit card has incorrect details.,Hostel Office,37,High
973,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,20,High
5765,What is the hostel application procedure?,Hostel Office,36,Low
2098,What are university working hours?,Hostel Office,17,Low
5209,I want to change my elective subject.,IT Support,27,Medium
4576,Fee payment deadline is today but portal is not working.,IT Support,29,High
5491,What are university working hours?,Hostel Office,33,Low
5959,What is the hostel application procedure?,Academic Office,5,Low
837,LMS is not allowing assignment upload.,Finance Office,18,Medium
602,I want to change my elective subject.,Examination Cell,58,Medium
2185,I need a bonafide certificate.,Administration,51,Medium
4769,Fee payment deadline is today but portal is not working.,Library,11,High
3517,What are university working hours?,Administration,57,Low
5150,What is the hostel application procedure?,Hostel Office,47,Low
1583,How to reset my university portal password?,IT Support,41,Medium
5102,I want to change my elective subject.,Administration,20,Medium
3584,I have not received my scholarship amount.,Examination Cell,10,High
3859,I have not received my scholarship amount.,Hostel Office,3,High
1071,How to join student clubs?,IT Support,23,Low
1776,I want to change my elective subject.,IT Support,32,Medium
5764,I need a bonafide certificate.,Administration,55,Medium
1284,I need a bonafide certificate.,Examination Cell,43,Medium
4988,Please share syllabus for Data Science course.,Hostel Office,19,Low
4885,Request for internship approval letter.,Library,6,Medium
5700,How to reset my university portal password?,Academic Office,7,Medium
1837,When will the library issue new ID cards?,IT Support,3,Low
5453,I want to change my elective subject.,Examination Cell,12,Medium
1020,What are university working hours?,IT Support,4,Low
971,Fee payment deadline is today but portal is not working.,Examination Cell,2,High
1327,I need a bonafide certificate.,Administration,29,Medium
3334,I need a bonafide certificate.,Hostel Office,17,Medium
476,My exam form is not submitted and tomorrow is the last date.,Library,27,High
2811,How to join student clubs?,Administration,4,Low
5609,My admit card has incorrect details.,Finance Office,54,High
1652,LMS is not allowing assignment upload.,Administration,56,Medium
5570,How to reset my university portal password?,Examination Cell,31,Medium
5122,When will the library issue new ID cards?,Finance Office,50,Low
2529,LMS is not allowing assignment upload.,Administration,24,Medium
3692,My exam form is not submitted and tomorrow is the last date.,Academic Office,23,High
